-0.7374141,5.6156,7.5908165
-0.41000703,3.281852,9.086594
-0.31603462,3.447052,8.793902
8.474277,4.3089647,5.131373
9.639654,-1.9231426,-0.3184288
1.5263035,-5.1547165,-0.29987377
5.957372,-6.985682,0.7565677
2.7563248,-19.6133,-3.2435448
2.7563248,-19.6133,-3.2435448
2.7563248,-19.6133,-3.2435448
2.7563248,-19.6133,-3.2435448
2.7563248,-19.6133,-3.2435448
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
1.1887212,7.007828,0.9032126
