2.030283,1.1450269,9.991004
4.4957123,-0.40402153,9.713276
6.0836663,0.044891283,1.5586253
9.929353,-8.024766,-0.49200845
6.242881,-9.46847,-1.0307038
-1.1593921,-11.814787,2.6719291
4.373608,-9.818622,2.3259668
-5.3019595,-3.8283286,0.36391866
0.025737667,-4.6776714,2.1942859
-2.3139958,-19.6133,2.6120741
-1.4077905,-11.554418,2.391209
-0.86490536,-4.3718123,3.7110126
-2.0560207,-8.738237,2.0416555
-6.7863646,-16.38053,6.1411276
-6.7863646,-16.38053,6.1411276
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
-4.197036,-14.735114,3.2980127
